category,food_id,food_name,calcium,calories,carbohydrate,cholesterol,fat,fiber,iron,measurement_description,metric_serving_amount,metric_serving_unit,monounsaturated_fat,number_of_units,polyunsaturated_fat,potassium,protein,saturated_fat,serving_description,serving_id,serving_url,sodium,sugar,vitamin_a,vitamin_c,,,,,,
fast,40611,Beef Frankfurter (Low Fat),8,233,1.6,40,19.5,0,1.15,g,100,g,9.8,100,0.6,129,12,8.1,100 g,63342,https://www.fatsecret.com/calories-nutrition/usda/beef-frankfurter-(low-fat)?portionid=63342&portionamount=100.000,1041,0,0,1,,,,,,
fast,3099,Baked Egg (Fat Not Added in Cooking),59,163,0.85,468,11,0,2.03,g,100,g,4.215,100,1.51,148,13.92,3.43,100 g,51779,https://www.fatsecret.com/calories-nutrition/generic/egg-whole-baked-fat-not-added-in-cooking?portionid=51779&portionamount=100.000,327,0.85,155,0,,,,,,
fast,6360,Cooked Vegetables (Fat Added in Cooking),24,81,12.74,0,2.12,4.3,0.8,g,100,g,0.941,100,0.648,164,2.78,0.4,100 g,55040,https://www.fatsecret.com/calories-nutrition/generic/vegetables-cooked-fat-added-in-cooking?portionid=55040&portionamount=100.000,249,3.06,228,3.1,,,,,,
fast,40607,Beef Bologna (Low Fat),9,204,5.2,44,14.8,0,1,g,100,g,6.455,100,0.51,147,11.8,5.464,100 g,63338,https://www.fatsecret.com/calories-nutrition/usda/beef-bologna-(low-fat)?portionid=63338&portionamount=100.000,1180,0,0,1,,,,,,
fast,37202,"""Beef Ribs (Whole", Lean Only, Trimmed to 1/4\ Fat, Choice Grade, Cooked," Broiled)""",11,237,0,77,13.81,0,2.57,g,100,g,5.68,100,0.47,381,26.34,5.62,100 g,59933,https://www.fatsecret.com/calories-nutrition/usda/beef-ribs-(whole-lean-only-trimmed-to-1-4-fat-choice-grade-cooked-broiled)?portionid=59933&portionamount=100.000,71,,0,0,
fast,37444,"""Beef Porterhouse Steak (Trimmed to 1/4\ Fat", Select Grade, Cooked," Broiled)""",8,311,0,66,23.33,0,2.74,g,100,g,10.336,100,0.995,260,23.47,9.463,100 g,60175,https://www.fatsecret.com/calories-nutrition/usda/beef-porterhouse-steak-(trimmed-to-1-4-fat-select-grade-cooked-broiled)?portionid=60175&portionamount=100.000,63,0,0,0,,,
fast,37686,"""Beef Bottom Sirloin (Tri-Tip Roast", Trimmed to 0\ Fat," Select Grade)""",24,157,0,58,7.68,0,1.51,g,100,g,3.816,100,0.354,321,20.64,2.822,100 g,60417,https://www.fatsecret.com/calories-nutrition/usda/beef-bottom-sirloin-(tri-tip-roast-trimmed-to-0-fat-select-grade)?portionid=60417&portionamount=100.000,53,0,0,0,,,,
fast,37687,"""Beef Top Round (Trimmed to 0\ Fat", Cooked," Broiled)""",7,186,0,66,5.89,0,2.53,g,100,g,2.493,100,0.222,252,31.61,2.116,100 g,60418,https://www.fatsecret.com/calories-nutrition/usda/beef-top-round-(trimmed-to-0-fat-cooked-broiled)?portionid=60418&portionamount=100.000,41,0,0,0,,,,
fast,37445,"""Beef Porterhouse Steak (Trimmed to 0\ Fat", Select Grade, Cooked," Broiled)""",7,267,0,64,17.98,0,2.91,g,100,g,7.739,100,0.711,330,24.47,7.04,100 g,60176,https://www.fatsecret.com/calories-nutrition/usda/beef-porterhouse-steak-(trimmed-to-0-fat-select-grade-cooked-broiled)?portionid=60176&portionamount=100.000,65,0,0,0,,,
fast,37203,"""Beef Ribs (Whole", Lean Only, Trimmed to 1/4\ Fat, Choice Grade, Cooked," Roasted)""",10,243,0,80,14.03,0,2.86,g,100,g,5.94,100,0.43,374,27.25,5.6,100 g,59934,https://www.fatsecret.com/calories-nutrition/usda/beef-ribs-(whole-lean-only-trimmed-to-1-4-fat-choice-grade-cooked-roasted)?portionid=59934&portionamount=100.000,72,0,0,0,
fast,37446,"""Beef Porterhouse Steak (Lean Only"," Trimmed to 1/4\ Fat)""",5,156,0,56,7.16,0,2.53,g,100,g,3.356,100,0.306,293,21.28,2.56,100 g,60177,https://www.fatsecret.com/calories-nutrition/usda/beef-porterhouse-steak-(lean-only-trimmed-to-1-4-fat)?portionid=60177&portionamount=100.000,58,0,0,0,,,,,
fast,37204,"""Beef Ribs (Whole", Lean Only, Trimmed to 1/4\ Fat," Select Grade)""",8,148,0,59,7.03,0,2.14,g,100,g,2.89,100,0.25,354,19.83,2.82,100 g,59935,https://www.fatsecret.com/calories-nutrition/usda/beef-ribs-(whole-lean-only-trimmed-to-1-4-fat-select-grade)?portionid=59935&portionamount=100.000,65,,0,0,,,
fast,37688,"""Beef Chuck (Mock Tender Steak", Lean Only, Trimmed to 1/4\ Fat," Choice Grade)""",6,114,0,58,3.66,0,2.52,g,100,g,1.97,100,0.33,380,18.9,1.3,100 g,60419,https://www.fatsecret.com/calories-nutrition/usda/beef-chuck-(mock-tender-steak-lean-only-trimmed-to-1-4-fat-choice-grade)?portionid=60419&portionamount=100.000,68,0,0,0,,,
fast,37205,"""Beef Ribs (Whole", Lean Only, Trimmed to 1/4\ Fat, Select Grade, Cooked," Broiled)""",11,206,0,77,10.42,0,2.57,g,100,g,4.25,100,0.36,381,26.33,4.23,100 g,59936,https://www.fatsecret.com/calories-nutrition/usda/beef-ribs-(whole-lean-only-trimmed-to-1-4-fat-select-grade-cooked-broiled)?portionid=59936&portionamount=100.000,71,,0,0,
fast,37447,"""Beef Porterhouse Steak (Lean Only", Trimmed to 1/4\ Fat, Cooked," Broiled)""",6,210,0,65,10.76,0,3.24,g,100,g,5.159,100,0.433,301,26.51,3.944,100 g,60178,https://www.fatsecret.com/calories-nutrition/usda/beef-porterhouse-steak-(lean-only-trimmed-to-1-4-fat-cooked-broiled)?portionid=60178&portionamount=100.000,69,0,0,0,,,
fast,37689,"""Beef Chuck (Mock Tender Steak", Lean Only, Trimmed to 0\ Fat, Choice Grade, Cooked," Broiled)""",8,161,0,65,5.69,0,3.02,g,100,g,2.71,100,0.4,293,25.74,1.71,100 g,60420,https://www.fatsecret.com/calories-nutrition/usda/beef-chuck-(mock-tender-steak-lean-only-trimmed-to-0-fat-choice-grade-cooked-broiled)?portionid=60420&portionamount=100.000,73,0,0,0,
fast,38779,"""Plain or Buttermilk Biscuit Dough (Higher Fat"," Baked)""",20,349,47.5,0,14.7,1.6,2.59,g,100,g,8.218,100,1.95,157,6.7,3.702,100 g,61510,https://www.fatsecret.com/calories-nutrition/usda/plain-or-buttermilk-biscuit-dough-(higher-fat-baked)?portionid=61510&portionamount=100.000,1202,8.14,0,0,,,,,
fast,37448,"""Beef Porterhouse Steak (Lean Only", Trimmed to 0\ Fat, Cooked," Broiled)""",6,212,0,62,11.18,0,3.24,g,100,g,5.192,100,0.379,328,26.07,3.912,100 g,60179,https://www.fatsecret.com/calories-nutrition/usda/beef-porterhouse-steak-(lean-only-trimmed-to-0-fat-cooked-broiled)?portionid=60179&portionamount=100.000,69,0,0,0,,,
fast,37206,"""Beef Ribs (Whole", Lean Only, Trimmed to 1/4\ Fat, Select Grade, Cooked," Roasted)""",10,213,0,80,10.73,0,2.86,g,100,g,4.53,100,0.32,374,27.25,4.26,100 g,59937,https://www.fatsecret.com/calories-nutrition/usda/beef-ribs-(whole-lean-only-trimmed-to-1-4-fat-select-grade-cooked-roasted)?portionid=59937&portionamount=100.000,72,,0,0,
fast,37207,"""Beef Ribs (Whole", Lean Only, Trimmed to 1/4\ Fat," Prime Grade)""",8,206,0,59,13.45,0,2.14,g,100,g,5.8,100,0.5,354,19.83,5.69,100 g,59938,https://www.fatsecret.com/calories-nutrition/usda/beef-ribs-(whole-lean-only-trimmed-to-1-4-fat-prime-grade)?portionid=59938&portionamount=100.000,65,0,0,0,,,
fast,37449,"""Beef Porterhouse Steak (Lean Only", Trimmed to 0\ Fat, Choice Grade, Cooked," Broiled)""",6,224,0,65,12.8,0,3.24,g,100,g,6.175,100,0.385,301,25.51,4.345,100 g,60180,https://www.fatsecret.com/calories-nutrition/usda/beef-porterhouse-steak-(lean-only-trimmed-to-0-fat-choice-grade-cooked-broiled)?portionid=60180&portionamount=100.000,69,0,0,0,,
fast,37208,"""Beef Ribs (Whole", Lean Only, Trimmed to 1/4\ Fat, Prime Grade, Cooked," Broiled)""",10,280,0,81,18.7,0,2.52,g,100,g,8.25,100,0.56,379,26.03,7.98,100 g,59939,https://www.fatsecret.com/calories-nutrition/usda/beef-ribs-(whole-lean-only-trimmed-to-1-4-fat-prime-grade-cooked-broiled)?portionid=59939&portionamount=100.000,70,,0,0,
fast,37209,"""Beef Ribs (Whole", Lean Only, Trimmed to 1/4\ Fat, Prime Grade, Cooked," Roasted)""",10,292,0,81,19.46,0,2.61,g,100,g,8.56,100,0.59,376,27.21,8.31,100 g,59940,https://www.fatsecret.com/calories-nutrition/usda/beef-ribs-(whole-lean-only-trimmed-to-1-4-fat-prime-grade-cooked-roasted)?portionid=59940&portionamount=100.000,74,,0,0,
fast,6374,Cooked Beets (Fat Not Added in Cooking),16,44,9.9,0,0.18,2,0.79,g,100,g,0.035,100,0.064,303,1.67,0.028,100 g,55054,https://www.fatsecret.com/calories-nutrition/generic/beets-cooked-fat-not-added-in-cooking?portionid=55054&portionamount=100.000,294,7.92,2,3.6,,,,,,
fast,37670,"""Beef Chuck (Cold Steak", Lean Only, Trimmed to 1/4\ Fat," Choice Grade)""",6,132,0,60,4.7,0,2.52,g,100,g,2.01,100,0.3,379,20.88,1.38,100 g,60401,https://www.fatsecret.com/calories-nutrition/usda/beef-chuck-(cold-steak-lean-only-trimmed-to-1-4-fat-choice-grade)?portionid=60401&portionamount=100.000,68,0,0,0,,,
fast,6377,"""Cooked Beets (From Fresh"," Fat Added in Cooking)""",16,61,9.69,0,2.28,1.9,0.77,g,100,g,1.029,100,0.68,296,1.63,0.423,100 g,55057,https://www.fatsecret.com/calories-nutrition/generic/beets-cooked-from-fresh-fat-added-in-cooking?portionid=55057&portionamount=100.000,304,7.7,24,3.5,,,,,
fast,37671,"""Beef Chuck (Clod Steak", Lean Only, Trimmed to 0\ Fat, Choice Grade, Cooked," Braised)""",7,193,0,89,7.42,0,3.84,g,100,g,3.56,100,0.28,304,29.52,2.12,100 g,60402,https://www.fatsecret.com/calories-nutrition/usda/beef-chuck-(clod-steak-lean-only-trimmed-to-0-fat-choice-grade-cooked-braised)?portionid=60402&portionamount=100.000,55,0,0,0,
fast,6376,"""Cooked Beets (from Canned"," Fat Not Added in Cooking)""",15,31,7.21,0,0.14,1.7,1.82,g,100,g,0.028,100,0.051,148,0.91,0.023,100 g,55056,https://www.fatsecret.com/calories-nutrition/generic/beets-cooked-from-canned-fat-not-added-in-cooking?portionid=55056&portionamount=100.000,194,5.51,1,3.9,,,,,
fast,37672,"""Beef Chuck (Cold Steak", Lean Only, Trimmed to 1/4\ Fat, Choice Grade, Cooked," Braised)""",9,193,0,98,7.42,0,3.76,g,100,g,3.56,100,0.28,287,29.52,2.12,100 g,60403,https://www.fatsecret.com/calories-nutrition/usda/beef-chuck-(cold-steak-lean-only-trimmed-to-1-4-fat-choice-grade-cooked-braised)?portionid=60403&portionamount=100.000,66,0,0,0,
fast,37430,"""Beef Top Loin (Lean Only", Trimmed to 0\ Fat, All Grades, Cooked," Broiled)""",19,182,0,64,6.37,0,1.84,g,100,g,2.542,100,0.234,370,29.25,2.425,100 g,60161,https://www.fatsecret.com/calories-nutrition/usda/beef-top-loin-(lean-only-trimmed-to-0-fat-all-grades-cooked-broiled)?portionid=60161&portionamount=100.000,60,0,0,0,,
fast,6379,Cooked Breadfruit (Fat Not Added in Cooking),18,114,30.02,0,0.26,5.4,0.57,g,100,g,0.038,100,0.073,488,1.18,0.053,100 g,55059,https://www.fatsecret.com/calories-nutrition/generic/breadfruit-cooked-fat-not-added-in-cooking?portionid=55059&portionamount=100.000,260,12.18,0,24.1,,,,,,
fast,37431,"""Beef Top Loin (Lean Only", Trimmed to 0\ Fat, Choice Grade, Cooked," Broiled)""",16,192,0,77,7.63,0,1.94,g,100,g,3.045,100,0.281,356,28.91,2.906,100 g,60162,https://www.fatsecret.com/calories-nutrition/usda/beef-top-loin-(lean-only-trimmed-to-0-fat-choice-grade-cooked-broiled)?portionid=60162&portionamount=100.000,59,0,0,0,,
fast,37673,"""Beef Chuck (Cold Steak", Lean Only, Trimmed to 1/4\ Fat," Select Grade)""",6,124,0,58,3.57,0,2.36,g,100,g,1.35,100,0.27,356,21.5,1.24,100 g,60404,https://www.fatsecret.com/calories-nutrition/usda/beef-chuck-(cold-steak-lean-only-trimmed-to-1-4-fat-select-grade)?portionid=60404&portionamount=100.000,64,0,0,0,,,
fast,37432,"""Beef Top Loin (Lean Only", Trimmed to 0\ Fat, Select Grade, Cooked," Broiled)""",21,172,0,51,5.11,0,1.81,g,100,g,2.038,100,0.188,386,29.59,1.945,100 g,60163,https://www.fatsecret.com/calories-nutrition/usda/beef-top-loin-(lean-only-trimmed-to-0-fat-select-grade-cooked-broiled)?portionid=60163&portionamount=100.000,62,0,0,0,,
fast,37674,"""Beef Chuck (Clod Steak", Lean Only, Trimmed to 0\ Fat, Select Grade, Cooked," Braised)""",9,191,0,99,6.84,0,3.84,g,100,g,3.2,100,0.32,278,30.37,2.48,100 g,60405,https://www.fatsecret.com/calories-nutrition/usda/beef-chuck-(clod-steak-lean-only-trimmed-to-0-fat-select-grade-cooked-braised)?portionid=60405&portionamount=100.000,63,0,0,0,
fast,40605,"""Creamy Dressing (Made with Sour Cream and/or Buttermilk and Oil", Reduced Calorie," Fat-Free)""",36,107,20,0,2.7,0,0.25,g,100,g,0.64,100,1.444,133,1.4,0.494,100 g,63336,https://www.fatsecret.com/calories-nutrition/usda/creamy-dressing-(made-with-sour-cream-and-or-buttermilk-and-oil-reduced-calorie-fat-free)?portionid=63336&portionamount=100.000,1000,5.35,1,0,,,,
fast,40604,Monterey Cheese (Low Fat),705,313,0.7,65,21.6,0,0.72,g,100,g,5.64,100,0.84,81,28.2,14.04,100 g,63335,https://www.fatsecret.com/calories-nutrition/usda/monterey-cheese-(low-fat)?portionid=63335&portionamount=100.000,564,0.56,142,0,,,,,,
fast,37675,"""Beef Chuck (Cold Steak", Lean Only, Trimmed to 1/4\ Fat, Select Grade, Cooked," Braised)""",7,183,0,88,6.49,0,3.84,g,100,g,3.29,100,0.35,288,29.08,2.49,100 g,60406,https://www.fatsecret.com/calories-nutrition/usda/beef-chuck-(cold-steak-lean-only-trimmed-to-1-4-fat-select-grade-cooked-braised)?portionid=60406&portionamount=100.000,52,0,0,0,
fast,37676,"""Beef Flank (Trimmed to 0\ Fat", Cooked," Broiled)""",20,188,0,45,8.23,0,1.74,g,100,g,3.317,100,0.322,339,27.66,3.395,100 g,60407,https://www.fatsecret.com/calories-nutrition/usda/beef-flank-(trimmed-to-0-fat-cooked-broiled)?portionid=60407&portionamount=100.000,56,0,0,0,,,,
fast,37434,"""Beef Top Sirloin (Trimmed to 0\ Fat", Choice Grade, Cooked," Broiled)""",19,219,0,79,10.54,0,1.96,g,100,g,4.314,100,0.391,355,29.02,4.09,100 g,60165,https://www.fatsecret.com/calories-nutrition/usda/beef-top-sirloin-(trimmed-to-0-fat-choice-grade-cooked-broiled)?portionid=60165&portionamount=100.000,58,0,0,0,,,
fast,37677,"""Beef Flank (Trimmed to 0\ Fat", Select Grade, Cooked," Broiled)""",22,179,0,39,7.15,0,1.68,g,100,g,2.882,100,0.28,351,27.78,2.951,100 g,60408,https://www.fatsecret.com/calories-nutrition/usda/beef-flank-(trimmed-to-0-fat-select-grade-cooked-broiled)?portionid=60408&portionamount=100.000,58,0,0,0,,,
fast,37435,"""Beef Top Sirloin (Trimmed to 0\ Fat", Select Grade, Cooked," Broiled)""",24,206,0,66,8.8,0,1.83,g,100,g,3.604,100,0.327,381,29.65,3.417,100 g,60166,https://www.fatsecret.com/calories-nutrition/usda/beef-top-sirloin-(trimmed-to-0-fat-select-grade-cooked-broiled)?portionid=60166&portionamount=100.000,63,0,0,0,,,
fast,37436,"""Beef Top Sirloin (Lean Only", Trimmed to 0\ Fat, Cooked," Broiled)""",20,183,0,58,5.79,0,1.96,g,100,g,2.31,100,0.213,393,30.55,2.205,100 g,60167,https://www.fatsecret.com/calories-nutrition/usda/beef-top-sirloin-(lean-only-trimmed-to-0-fat-cooked-broiled)?portionid=60167&portionamount=100.000,64,0,0,0,,,
fast,37678,"""Beef Brisket (Flat Half", Trimmed to 0\ Fat, Select Grade, Cooked," Braised)""",20,205,0,34,6.77,0,2.78,g,100,g,2.913,100,0.25,275,33.59,2.666,100 g,60409,https://www.fatsecret.com/calories-nutrition/usda/beef-brisket-(flat-half-trimmed-to-0-fat-select-grade-cooked-braised)?portionid=60409&portionamount=100.000,57,0,0,0,,
fast,39616,"""Potato Chips (From Dried Potatoes", Fat Free," Made with Olestra)""",29,253,56,0,0.85,6.5,1.25,g,100,g,0.3,100,0.19,705,5.8,0.355,100 g,62347,https://www.fatsecret.com/calories-nutrition/usda/potato-chips-(from-dried-potatoes-fat-free-made-with-olestra)?portionid=62347&portionamount=100.000,553,2,0,15.3,,,,
fast,37437,"""Beef Top Sirloin (Lean Only", Trimmed to 0\ Fat, Choice Grade, Cooked," Broiled)""",17,188,0,66,6.55,0,2.07,g,100,g,2.615,100,0.241,380,30.29,2.495,100 g,60168,https://www.fatsecret.com/calories-nutrition/usda/beef-top-sirloin-(lean-only-trimmed-to-0-fat-choice-grade-cooked-broiled)?portionid=60168&portionamount=100.000,63,0,0,0,,
fast,37679,"""Beef Rib Eye (Small End", Trimmed to 0\ Fat, Select Grade, Cooked," Broiled)""",22,230,0,96,12.71,0,1.7,g,100,g,5.205,100,0.472,355,27.95,4.934,100 g,60410,https://www.fatsecret.com/calories-nutrition/usda/beef-rib-eye-(small-end-trimmed-to-0-fat-select-grade-cooked-broiled)?portionid=60410&portionamount=100.000,59,0,0,0,,
fast,39615,"""Nacho Cheese Tortilla Chips (Low Fat"," Made with Olestra)""",147,320,63.1,2,3.93,3.6,0.9,g,100,g,1.379,100,1.495,396,8.1,1.054,100 g,62346,https://www.fatsecret.com/calories-nutrition/usda/nacho-cheese-tortilla-chips-(low-fat-made-with-olestra)?portionid=62346&portionamount=100.000,792,1.92,4,0,,,,,
fast,37438,"""Beef Top Sirloin (Lean Only", Trimmed to 0\ Fat, Select Grade, Cooked," Broiled)""",22,177,0,51,5.03,0,1.92,g,100,g,2.006,100,0.185,410,30.8,1.915,100 g,60169,https://www.fatsecret.com/calories-nutrition/usda/beef-top-sirloin-(lean-only-trimmed-to-0-fat-select-grade-cooked-broiled)?portionid=60169&portionamount=100.000,66,0,0,0,,
fast,6384,Cooked Brussels Sprouts (Fat Added in Cooking),35,55,6.91,0,2.77,2.5,1.16,g,100,g,1.119,100,0.922,306,2.47,0.531,100 g,55064,https://www.fatsecret.com/calories-nutrition/generic/brussels-sprouts-cooked-fat-added-in-cooking?portionid=55064&portionamount=100.000,269,1.68,61,59.8,,,,,,
fast,6386,Cooked Green Cabbage (Fat Not Added in Cooking),31,22,4.43,0,0.43,1.9,0.17,g,100,g,0.03,100,0.195,96,1.01,0.053,100 g,55066,https://www.fatsecret.com/calories-nutrition/generic/cabbage-green-cooked-fat-not-added-in-cooking?portionid=55066&portionamount=100.000,239,2.9,7,20,,,,,,
fast,37660,"""Beef Top Sirloin (Trimmed to 1/8\ Fat", Choice Grade, Cooked," Broiled)""",18,257,0,83,15.75,0,1.81,g,100,g,6.564,100,0.583,327,26.8,6.202,100 g,60391,https://www.fatsecret.com/calories-nutrition/usda/beef-top-sirloin-(trimmed-to-1-8-fat-choice-grade-cooked-broiled)?portionid=60391&portionamount=100.000,54,0,0,0,,,
fast,37661,"""Beef Top Sirloin (Trimmed to 1/8\ Fat", Choice Grade, Cooked," Pan-Fried)""",12,313,0,98,21.06,0,3.42,g,100,g,8.86,100,1.71,406,28.77,8.18,100 g,60392,https://www.fatsecret.com/calories-nutrition/usda/beef-top-sirloin-(trimmed-to-1-8-fat-choice-grade-cooked-pan-fried)?portionid=60392&portionamount=100.000,71,,0,0,,,
fast,37420,"""Beef Top Round (Lean Only", Trimmed to 0\ Fat, Select Grade, Cooked," Braised)""",4,190,0,90,4,0,3.32,g,100,g,1.55,100,0.18,334,36.12,1.37,100 g,60151,https://www.fatsecret.com/calories-nutrition/usda/beef-top-round-(lean-only-trimmed-to-0-fat-select-grade-cooked-braised)?portionid=60151&portionamount=100.000,45,,0,0,,
fast,6389,Cooked Cactus (Fat Added in Cooking),158,36,3.22,0,2.46,1.9,0.49,g,100,g,1.144,100,0.726,188,1.31,0.458,100 g,55069,https://www.fatsecret.com/calories-nutrition/generic/cactus-cooked-fat-added-in-cooking?portionid=55069&portionamount=100.000,280,1.08,46,5.1,,,,,,
fast,37421,"""Beef Tenderloin (Trimmed to 0\ Fat", Cooked," Broiled)""",20,218,0,84,11.12,0,1.76,g,100,g,4.551,100,0.413,341,27.58,4.315,100 g,60152,https://www.fatsecret.com/calories-nutrition/usda/beef-tenderloin-(trimmed-to-0-fat-cooked-broiled)?portionid=60152&portionamount=100.000,56,0,0,0,,,,
fast,37663,"""Beef Top Sirloin (Trimmed to 1/8\ Fat", Select Grade, Cooked," Broiled)""",22,230,0,67,12.71,0,1.66,g,100,g,5.296,100,0.471,345,27.12,5.004,100 g,60394,https://www.fatsecret.com/calories-nutrition/usda/beef-top-sirloin-(trimmed-to-1-8-fat-select-grade-cooked-broiled)?portionid=60394&portionamount=100.000,57,0,0,0,,,
fast,6382,Cooked Broccoflower (Fat Not Added in Cooking),32,32,6.24,0,0.31,3.3,0.71,g,100,g,0.029,100,0.136,277,3.02,0.048,100 g,55062,https://www.fatsecret.com/calories-nutrition/generic/broccoflower-cooked-fat-not-added-in-cooking?portionid=55062&portionamount=100.000,261,3.1,7,72.2,,,,,,
fast,37664,"""Beef Chuck (Cold Roast", Lean Only, Trimmed to 1/4\ Fat," Choice Grade)""",6,129,0,59,5.05,0,2.44,g,100,g,2.05,100,0.31,367,19.48,1.3,100 g,60395,https://www.fatsecret.com/calories-nutrition/usda/beef-chuck-(cold-roast-lean-only-trimmed-to-1-4-fat-choice-grade)?portionid=60395&portionamount=100.000,66,0,0,0,,,
fast,37423,"""Beef Tenderloin (Trimmed to 0\ Fat", Select Grade, Cooked," Broiled)""",22,205,0,74,9.83,0,1.66,g,100,g,4.026,100,0.365,346,27.18,3.816,100 g,60154,https://www.fatsecret.com/calories-nutrition/usda/beef-tenderloin-(trimmed-to-0-fat-select-grade-cooked-broiled)?portionid=60154&portionamount=100.000,58,0,0,0,,,
fast,37665,"""Beef Chuck (Clod Roast", Lean Only, Trimmed to 0\ Fat, Choice Grade, Cooked," Braised)""",7,171,0,64,6.69,0,3.2,g,100,g,3.51,100,0.25,386,25.95,1.96,100 g,60396,https://www.fatsecret.com/calories-nutrition/usda/beef-chuck-(clod-roast-lean-only-trimmed-to-0-fat-choice-grade-cooked-braised)?portionid=60396&portionamount=100.000,74,0,0,0,
fast,39603,Potato Chips (Reduced Fat),21,471,66.9,0,20.8,5.9,1.35,g,100,g,4.8,100,10.94,1744,7.1,4.16,100 g,62334,https://www.fatsecret.com/calories-nutrition/usda/potato-chips-(reduced-fat)?portionid=62334&portionamount=100.000,492,0.22,0,25.7,,,,,,
fast,37424,"""Beef Tenderloin (Lean Only", Trimmed to 0\ Fat, Cooked," Broiled)""",18,193,0,79,7.86,0,1.8,g,100,g,3.136,100,0.289,362,28.51,2.993,100 g,60155,https://www.fatsecret.com/calories-nutrition/usda/beef-tenderloin-(lean-only-trimmed-to-0-fat-cooked-broiled)?portionid=60155&portionamount=100.000,59,0,0,0,,,
fast,37666,"""Beef Chuck (Cold Roast", Lean Only, Trimmed to 1/4\ Fat, Choice Grade, Cooked," Braised)""",7,178,0,77,7.41,0,3.06,g,100,g,3.9,100,0.29,369,26.1,2.38,100 g,60397,https://www.fatsecret.com/calories-nutrition/usda/beef-chuck-(cold-roast-lean-only-trimmed-to-1-4-fat-choice-grade-cooked-braised)?portionid=60397&portionamount=100.000,71,0,0,0,
fast,37425,"""Beef Tenderloin (Lean Only", Trimmed to 0\ Fat, Choice Grade, Cooked," Broiled)""",16,206,0,92,9.14,0,1.95,g,100,g,3.646,100,0.336,357,28.95,3.48,100 g,60156,https://www.fatsecret.com/calories-nutrition/usda/beef-tenderloin-(lean-only-trimmed-to-0-fat-choice-grade-cooked-broiled)?portionid=60156&portionamount=100.000,59,0,0,0,,
fast,37667,"""Beef Chuck (Cold Roast", Lean Only, Trimmed to 1/4\ Fat," Select Grade)""",5,130,0,58,4.98,0,2.23,g,100,g,1.84,100,0.25,336,19.85,1.58,100 g,60398,https://www.fatsecret.com/calories-nutrition/usda/beef-chuck-(cold-roast-lean-only-trimmed-to-1-4-fat-select-grade)?portionid=60398&portionamount=100.000,61,0,0,0,,,
